title,company,location,description,salary,url,date_posted
"Software Engineer, Backend",Hayden AI,"San Francisco, CA","About UsAt Hayden AI, we are on a mission to harness the power of computer vision to transform the way transit systems and other government agencies address real-world challenges.From bus lane and bus stop enforcement to transportation optimization technologies and beyond, our innovative mobile perception system empowers our clients to accelerate transit, enhance street safety, and drive toward a sustainable future.What The Job InvolvesThe Cloud Engineering team is crucial to the overall success of Hayden products. We own the Portal used directly by customers, internal tools that support company scaling, observability platform for thousands of devices deployed into the field, and numerous backend services that support our customer vehicle fleets. Scalability, reliability, and extensibility is the name of the game here.ResponsibilitiesDefine, build, and operate the next generation of the backbone for our services architecture that is in use by all cloud services and all software engineers.Build and operate our CI/CD system for physical devices and cloud services.Use infrastructure as code to operate multi-region AWS deployment at scale.Practice and enforce best DevOPS, SRE, and Security practices across the whole engineering team.Work cross-functionally to gather requirements, build consensus on approaches, and develop appropriate technical solutions.Model best practices in the team, and raise the bar on incident prevention, response, and remediation.QualificationsBachelor's degree in Computer Science, Robotics, Computer Vision, Electrical Engineering, or a related field.3-5+ years of industry experience. Deep knowledge of Amazon’s AWS ecosystem at scale, including but not limited to EKS, S3, SQS, RDS, Cognito, Lambda, etc.Proficiency in Python and Go (Golang).Experience working with relational, time series, and document databases, including knowledge of SQL.Proven problem-solving skills; ability to take ownership of issues and driving towards resolution effectively.Knowledge of best practices in designing, using, and testing web services and APIs.Being comfortable in an agile, fast-paced environment; ability to organize chaos and leave things cleaner than you found them.Compensation Range: $150K - $176K",Salary not specified,https://www.linkedin.com/jobs/view/software-engineer-backend-at-hayden-ai-4221959281?position=10&pageNum=0&refId=FXqrJ485q82Q8b2q1Xw80w%3D%3D&trackingId=men7jkZI90SpgAwEFeA7DQ%3D%3D,2025-05-06
Junior Software Engineer,Takamol Holding,"Riyadh, Saudi Arabia","We are looking for a motivated and detail-oriented Junior Software Engineer to join our team.The ideal candidate is passionate about software development, eager to learn, and ready to support the team in delivering high-quality software solutions. This is a great opportunity to gain hands-on experience and grow within a collaborative and supportive environment.Responsibilities:Assist in analyzing business and technical requirements under the guidance of senior team members to understand software needs and possible technical solutions.Support in the design and development of basic software components and modules, ensuring alignment with provided specifications and best practices.Participate in the software development lifecycle by contributing to code development, documentation, and simple system configurations.Assist in testing and debugging software applications by identifying bugs and suggesting possible fixes with the support of senior engineers.Collaborate with cross-functional teams to provide basic technical support and help resolve routine software issues.Stay informed about basic software engineering practices and new technologies through continuous learning and self-development.Perform other tasks as assigned by the direct manager to support the software development team.Qualifications:University degree in Computer Science or a related field.0 to 2 years of experience in software development or a related area.Skills:Good problem-solving abilities.Effective communication in both Arabic and English.Basic knowledge of software development principles.Ability to work within a team.Time management and organization skills.",Salary not specified,https://sa.linkedin.com/jobs/view/junior-software-engineer-at-takamol-holding-4240781587?position=1&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=tbi1PU0bx5%2FLAnFabdVNwQ%3D%3D,No date
Software Engineer,Microsoft,"Bengaluru, Karnataka, India","Azure Cloud has one of the highest number of data centers amongst all the cloud providers. Azure Storage, which is a massively scalable, highly distributed, ubiquitously accessible storage system, is designed to scale out and serve the entire world with hundreds of thousands of devices in our data centers across the world. This role provides a unique opportunity to work on both software and hardware optimizations that will help drive the scale of Azure Storage to the next level.We are looking for a Software Engineer who is passionate about building and optimizing a world class distributed file system. If you love large scale distributed systems, love to work on new projects where you can define the work, scope, direction, and architect new solutions to make an impact on a massive product like Azure storage, this could be position for you! You will have an opportunity to make high impact changes daily as you build a hyperscale storage system that may indirectly or directly be used daily by of your friends and family.You will be working on the cutting edge of distributed systems and high scale storage on some of the largest storage systems on the planet, solving the interesting challenges that come with high scale, rapid growth, and continued innovations. You would be joining a talented, highly collaborative team, with responsibility for engineering the lowest most fundamental layers of the Azure storage service. The role brings exposure to cutting edge storage, memory, networking, and distributed system technologies, with broad opportunity to influence both the business and the industry. The team is responsible for the meta-data data service as well as storing the data across storage servers while ensuring high availability, reliability, durability, and cost efficiencies.Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.ResponsibilitiesCreates and implements code for a product, service, or feature, reusing code as applicable.Contributes to efforts to break down larger work items into smaller work items and provides estimation.Acts as a Designated Responsible Individual (DRI) working on-call to monitor system/product feature/service for degradation, downtime, or interruptions and gains approval to restore system/product/service for simple problems.Remains current in skills by investing time and effort into staying abreast of current developments that will improve the availability, reliability, efficiency, observability, and performance of products while also driving consistency in monitoring and operations at scale.Embody our culture and valuesQualificationsRequired Qualifications:Bachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR equivalent experience.Other RequirementsAbility to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.Preferred QualificationsBachelor's Degree in Computer Science or related technical field AND 1+ year(s) technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR Master's Degree in Computer Science or related technical field with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR equivalent experience.#AzurecorejobsMicrosoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Salary not specified,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4242568365?position=2&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=Ge85%2BWf9chhO8YagkQdh5A%3D%3D,2025-06-02
Software Engineer Intern (Sep - Dec 2025) - United States,Vial,United States,"Who We AreVial is a hyper-scalable biotech company advancing programs into the clinic by leveraging dramatically cheaper trials and computationally designed therapeutics.Our mission is to reimagine drug development in order to cure all human diseases. We have assembled a talented team of clinical operators, chemists, and innovative thinkers to achieve this vision.Vial is based in San Francisco, California, and was founded by Simon Burns in October 2020. Since our founding, we have grown rapidly to a team of 100+ employees with over $100 million in funding from leading investors including General Catalyst, Box Group, and Byers Capital.Vial is rebuilding the infrastructure to advance research. By deploying technology at every step, we are creating a more efficient future for drug discovery.What You'll DoAs a Software Engineering Intern at Vial, you'll play a crucial role in building end-to-end products that power clinical trials. Working alongside a nimble team, you'll have the opportunity to make a real impact on the industry. We're looking for people who are passionate about technology and excited to bring their expertise to our team. We need individuals who can figure out the best way to get things done, especially when it matters most, and who are ambitious in their pursuit of career growth and success. Please note that this internship is available for the fall term.Key ResponsibilitiesCollaborating with the team to establish Vial's technical vision and architectureBuilding applications end-to-end using a combination of traditional software development frameworks and low/no-code toolsWriting well-crafted, well-tested, readable, and maintainable code and documentationProviding input on the product roadmap and future plansParticipate in the development of large-scale projects at all stages of the software development lifecycleContinuously learn and improve your skills. This includes staying up to date with the latest industry trends, technologies, and best practicesWhat You'll Bring1-2 years of experience with full stack engineering (internships, side projects, etc.)Experience working with Javascript and widely adopted libraries/frameworks (ie React, Express)Experience working with one or more general purpose programming languages (TypeScript, Python, C#, etc)Ability to work full time, 40 hours a week during US / Canada working hours (EST or PST)History of shipping high quality products and features at scaleKnowledgeable about modern web technologies and testing frameworksExperience working with databasesAbility to pick up new tools quicklyEntrepreneurial mindset, experience in startup environment preferredExperience with healthcare or clinical trials is a plusNew graduates welcome and encouraged to applyWhy You’ll Love Working At VialInnate curiosity.At our core, we embody an insatiable curiosity. Our journey into the realm of clinical trials was ignited by a firsthand understanding of the challenges involved. This innate curiosity drives us to constantly innovate, seek fresh ideas, and bring our vision of reimagining clinical trials to life.Fostering autonomy.Autonomy is our guiding principle. We firmly believe that when team members are entrusted with autonomy, they unleash their true potential. Our culture fosters an environment where each individual takes ownership of their domain, empowering them to make a profound impact.The pursuit of mastery.We are dedicated to cultivating mastery. We understand the value of honing expertise in a craft. The pursuit of mastery, coupled with a deep sense of pride in one's workmanship, fuels our unwavering commitment to tackle intricate challenges. At Vial, we foster a culture of highly autonomous professionals, each an expert in their field, collaborating on an immensely demanding endeavor together.Move fast, stay humble.Our strength lies in agility and humility. We firmly believe that intellectual honesty and a nimble mindset are the pillars of success. By staying adaptable and open-minded to all solutions, we tackle obstacles head-on, remaining humble in the face of adversity. This enables us to surmount the hurdles that confront us at every twist and turn.BenefitsCompensation: USD $25-$30/hr / CAD $28-$32/hr, non-exempt/hourly positionOpportunity for the role to convert into a salaried/full-time positionAccrued Personal Time Off (up to 3 days)Paid HolidaysRemote-First, Flexible Work ScheduleCompany provided laptopWe prioritize candidate safety. Please be aware that official communication will only be sent from '@vial.com' or '@vial.careers' addresses. Vial is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.",Salary not specified,https://www.linkedin.com/jobs/view/software-engineer-intern-sep-dec-2025-united-states-at-vial-4244226658?position=3&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=yCCCvOsMz72BmM7bkL9TIQ%3D%3D,No date
Software Engineer I,Disney Entertainment,"Seattle, WA","Technology is at the heart of Disney’s past, present, and future. Disney Entertainment and ESPN Product & Technology is a global organization of engineers, product developers, designers, technologists, data scientists, and more – all working to build and advance the technological backbone for Disney’s media business globally.The team marries technology with creativity to build world-class products, enhance storytelling, and drive velocity, innovation, and scalability for our businesses. We are Storytellers and Innovators. Creators and Builders. Entertainers and Engineers. We work with every part of The Walt Disney Company’s media portfolio to advance the technological foundation and consumer media touch points serving millions of people around the world.Here are a few reasons why we think you’d love working here:Building the future of Disney’s media: Our Technologists are designing and building the products and platforms that will power our media, advertising, and distribution businesses for years to come.Reach, Scale & Impact: More than ever, Disney’s technology and products serve as a signature doorway for fans' connections with the company’s brands and stories. Disney+. Hulu. ESPN. ABC. ABC News…and many more. These products and brands – and the unmatched stories, storytellers, and events they carry – matter to millions of people globally.Innovation: We develop and implement groundbreaking products and techniques that shape industry norms, and solve complex and distinctive technical problems.Product Engineering is a unified team responsible for the engineering of Disney Entertainment & ESPN digital and streaming products and platforms. This includes product engineering, media engineering, quality assurance, engineering behind personalization, commerce, lifecycle, and identity.As part of the Living Room Devices, Native Client Platform (NCP Client) engineering team, you will help us push the boundaries of what is possible on some of the most interesting 10-foot devices in the marketplace! You’ll be part of the team that builds our Disney+ Direct-to-Consumer client app for streaming Disney, Pixar, Marvel, Star Wars, Hulu, ESPN, NatGeo, and ABC News content to the most popular streaming devices on the market.We’re seeking a Software Engineer I for the NCP Client engineering team, where you’ll be part of the team that builds our Disney+ Direct-to-Consumer client app on PlayStation, Xbox, cable set-top-boxes, and smart TVs. We’re looking for an engineer who has educational experience, work experience, or personal project time developing software, and is ready to help develop client apps that provide the best experiences for our viewers. Ideal technology stacks include front-end user interface technologies, HTTP tools, and the Rust programming language.Responsibilities and Duties of the Role:Be a member of a team of engineers responsible for building our client app experiences in the Rust programming languageUnder the guidance of more senior engineers, candidates will be expected to become proficient in the use of reusable utilities and UI components, and generalized logicContribute to the development of new application features from on-boarding, to browse UI/UX experiences, analytics, video playback UI/UX and much more. If you see it on screen, you’ll likely have a chance to work on it in codeHave the opportunity to contribute to the development of tools and systems outside of the Disney+ app, such as configuration and deployment tools, validation tools, and performance monitoring systemsWork with Sony, Microsoft, and many other partners to vet new hardware, firmware, and certification requirements from a client application perspectiveCollaborate closely with our client SDK engineering, design engineering, services engineering teams and product owners to help understand and communicate requirements and device limitationsRequired Education, Experience/Skills/Training:Basic Qualifications:Experience with commonly used front-end technologies such as JavaScript/TypeScript, HTML/CSS, React, and XAMLExperience with general object-oriented programming techniquesFamiliarity with commonly used development tools and IDEsPreferred Qualifications:Experience creating beautiful, rich, performant user interfaces, including implementing pixel-perfect designs and animationsExperience working on user interface-level code and knowledge of common patterns, architectures, and approaches to present a data-driven UX to viewersFamiliarity with development and troubleshooting client applicationsExperience working on a range of devices with varying performance and capabilitiesExperience with configuration-driven developmentExperience with performance optimization and feature degradation techniquesExperience creating and extending custom UI componentsExperience with asynchronous and concurrent codeExperience with unit testing and related patternsRequired Education:Bachelor’s degree in Computer Science, Information Systems, Software, Electrical or Electronics Engineering, or comparable field of study, and/or equivalent work experienceThe hiring range for this position in Seattle, WA and NY,NY is $99,900 to $133,900 per year based on a 40 hour work week. The amount of hours scheduled per week may vary based on business needs. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered.",Salary not specified,https://www.linkedin.com/jobs/view/software-engineer-i-at-disney-entertainment-4241460811?position=5&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=UBi3LGhMNxhGORnIi4BqJQ%3D%3D,2025-05-31
Software Engineer I,Disney Entertainment,"Glendale, CA","Technology is at the heart of Disney’s past, present, and future. Disney Entertainment and ESPN Product & Technology is a global organization of engineers, product developers, designers, technologists, data scientists, and more – all working to build and advance the technological backbone for Disney’s media business globally.The team marries technology with creativity to build world-class products, enhance storytelling, and drive velocity, innovation, and scalability for our businesses. We are Storytellers and Innovators. Creators and Builders. Entertainers and Engineers. We work with every part of The Walt Disney Company’s media portfolio to advance the technological foundation and consumer media touch points serving millions of people around the world.Here are a few reasons why we think you’d love working here:Building the future of Disney’s media: Our Technologists are designing and building the products and platforms that will power our media, advertising, and distribution businesses for years to come.Reach, Scale & Impact: More than ever, Disney’s technology and products serve as a signature doorway for fans' connections with the company’s brands and stories. Disney+. Hulu. ESPN. ABC. ABC News…and many more. These products and brands – and the unmatched stories, storytellers, and events they carry – matter to millions of people globally.Innovation: We develop and implement groundbreaking products and techniques that shape industry norms and solve complex and distinctive technical problems.Product Engineering is a unified team responsible for the engineering of Disney Entertainment & ESPN digital and streaming products and platforms. This includes product engineering, media engineering, quality assurance, engineering behind personalization, commerce, lifecycle, and identity.Job Summary:We’re looking for a hands-on Android Engineer to join the team developing mobile applications for ESPN within the Android ecosystem. You’ll work with a cross-functional team of Product Managers, Designers, Engineers (Mobile, Web, and Backend), and Content Creators to build and enhance world-class Disney apps. This role involves full-stack mobile development using Java, Kotlin, and modern Android frameworks like Jetpack Compose, Coroutines, Hilt, and Android Architecture Components. You’ll be responsible for designing, developing, testing, deploying, maintaining, and continuously improving high-performing and scalable software solutions.Responsibilities and Duties of the Role:Write clean, maintainable, and testable code using Java/KotlinParticipate in code reviews and contribute to maintaining high code qualityWrite and maintain unit and UI tests using frameworks such as JUnit 4/5, MockK, and EspressoCollaborate closely with QA and automation engineers to ensure a smooth testing processWork with Product Managers and Designers to review feature requirements and deliver high-quality implementationsContribute to architectural decisions within your squad and help drive technical excellenceTroubleshoot and resolve issues across multiple Android devices and OS versionsParticipate in Agile ceremonies and methodologies including Scrum, Kanban, or ScrumbanEngage in continuous learning within an inclusive and collaborative engineering cultureRequired Education, Experience/Skills/Training:Basic Qualifications:0–2 years of professional experience developing Android applicationsStrong foundation in Java and/or KotlinUnderstanding of object-oriented programming and design patternsPreferred Qualifications:Familiarity with the Android app lifecycle and Android Studio development environmentExposure to RESTful APIs and HTTP communicationExperience contributing to a high-traffic consumer-facing app available in the Google Play StoreHands-on experience with Jetpack libraries, Hilt (DI), and CoroutinesFamiliarity with CI/CD tools and mobile app deployment best practicesStrong communication skills and the ability to collaborate across multidisciplinary teamsA passion for sports and delivering great fan experiences is a plusRequired Education:Bachelor’s degree in Computer Science, Information Systems, Software, Electrical or Electronics Engineering, or comparable field of study, and/or equivalent work experienceThe hiring range for this position in Los Angeles, CA is $95,300 - $127,800 and in New York City and Seattle, WA is $99,900 - $133,900. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered",Salary not specified,https://www.linkedin.com/jobs/view/software-engineer-i-at-disney-entertainment-4241459868?position=6&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=ZTSrO5GpCiI4Qmj9xSP%2F8Q%3D%3D,2025-05-31
Software Engineer - Pay,Lyft,"Toronto, Ontario, Canada","At Lyft, our purpose is to serve and connect. We aim to achieve this by cultivating a work environment where all team members belong and have the opportunity to thrive. Lyft is a global ecosystem of dynamic workplaces, and our Toronto location is no different. We have an ambitious goal to strengthen our international presence by growing a life-changing product, and your efforts will play an essential role in our collective successLyft is looking for experienced software engineers to join our Payment engineering team. The payments team is responsible for ensuring that all Lyft products are able to reliably and cost-effectively process payments, both, pay-ins and pay-outs. This means processing tens of billions of dollars in customer payments and driver payouts every year. The team also builds platform capabilities to support innovative payment products, some of the recent ones include Pay with Points from reward programs, billing platform, Lyft Cash, Lyft Direct, Subscriptions and several others. Further, the team manages relationships with our 3rd party payment processors, co-brand partners and gift card program.Our codebase encompasses millions of lines of code written by following the best development practices, careful code architecture, and an organization around rapid releases. We also follow all modern design patterns and coding standards, as well as rely on third-party libraries and contribute back to the community.Responsibilities:Write well-crafted, well-tested, readable, maintainable codeParticipate in code reviews to ensure code quality and distribute knowledgeParticipate in our teams on call rotation. Identify, triage, debug and resolve issues/bugs across our various applications and platformsHave the ability to explain the various trade offs made in decisionsManage project priorities, deadlines, and deliverables.Partner with product managers, designers, and other engineering teams to build complex features and products from idea to positive executionAnalyze our internal systems and processes and locate areas for improvement/automationExperience:Experience delivering high-quality codeExperience using design and architecture patternsSolid knowledge of distributed systems, relational and NoSQL databases.Experienced with cloud computing platformLed a set of components from design to launchGood sense of usability and productAbility to communicate in English in writing, meeting and presentations.Bonus Points: experience pursuing side projects or open-source projectsAbility to communicate in English in various forms e.g technical document, meetings, presentationsBenefits:Extended health and dental coverage options, along with life insurance and disability benefitsMental health benefitsFamily building benefitsChild care and pet benefitsAccess to a Lyft funded Health Care Savings AccountRRSP plan to help save for your futureIn addition to provincial observed holidays, salaried team members are covered under Lyft's flexible paid time off policy. The policy allows team members to take off as much time as they need (with manager approval). Hourly team members get 15 days paid time off, with an additional day for each year of serviceLyft is proud to support new parents with 18 weeks of paid time off, designed as a top-up plan to complement provincial programs. Biological, adoptive, and foster parents are all eligible.Subsidized commuter benefitsLyft is committed to creating an inclusive workforce that fosters belonging. Lyft believes that every person has a right to equal employment opportunities without discrimination because of race, ancestry, place of origin, colour, ethnic origin, citizenship, creed, sex, sexual orientation, gender identity, gender expression, age, marital status, family status, disability, pardoned record of offences, or any other basis protected by applicable law or by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Accommodation for persons with disabilities will be provided upon request in accordance with applicable law during the application and hiring process. Please contact your recruiter if you wish to make such a request.Lyft highly values having employees working in-office to foster a collaborative work environment and company culture. This role will be in-office on a hybrid schedule — Team Members will be expected to work in the office at least 3 days per week, including on Mondays, Wednesdays, and Thursdays. Lyft considers working in the office at least 3 days per week to be an essential function of this hybrid role. Your recruiter can share more information about the various in-office perks Lyft offers. Additionally, hybrid roles have the flexibility to work from anywhere for up to 4 weeks per year. #HybridThe expected base pay range for this position in the Toronto area is CAD $108,000 - CAD $125,000. Salary ranges are dependent on a variety of factors, including qualifications, experience and geographic location. Range is not inclusive of potential equity offering, bonus or benefits. Your recruiter can share more information about the salary range specific to your working location and other factors during the hiring process.",Salary not specified,https://ca.linkedin.com/jobs/view/software-engineer-pay-at-lyft-4244003411?position=7&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=1oFuFrJaWItk93nRU3CY3A%3D%3D,No date
SDE 1 (Software Developer),IBM,"Bengaluru, Karnataka, India","IntroductionWe are seeking aSoftware Developerwith expertise inJava, SQL, and cloud platforms like AWS (preffered), Azure or GCPYour Role And ResponsibilitiesWe are looking for aSoftware Developerwith expertise inJava, SQL, and Cloud Service Providers (CSPs) like AWS.The ideal candidate should be aquick learnerwith a strong problem-solving mindset and the ability to work in a dynamic, fast-paced environment.ResponsibilitiesDevelop, test, and maintain scalable applications using Java.Work with cloud platforms (AWS, GCP, or Azure) for deployment and infrastructure management.Troubleshoot and debug issues in production and development environments.Collaborate with cross-functional teams to understand requirements and deliver solutions.Follow best practices for security, performance, and maintainability.Continuously learn and adapt to new technologies and frameworks.Preferred EducationBachelor's DegreeRequired Technical And Professional Expertise2+ years of experience. Strong Proficiency in Java.Strong understanding of SQL databases (PostgreSQL, MySQL).Data Structures and AlgorithmsNoSQL Database is a plusExperience with AWS, GCP, or Azure for cloud deployments.Ability to quickly learn new technologies and frameworks.Familiarity with version control tools like GitStrong analytical and problem-solving skills.Preferred Technical And Professional ExperienceKnowledge of DevOps tools like Docker, Kubernetes, Terraform.Experience with RESTful API development.Exposure to CI/CD pipelines.",Salary not specified,https://in.linkedin.com/jobs/view/sde-1-software-developer-at-ibm-4239053822?position=8&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=kRFxPY058%2FgLwgS%2Bul9Hhg%3D%3D,2025-06-02
Software Engineer,Microsoft,"Noida, Uttar Pradesh, India","Do you want to be a part of a multi-billion-dollar organization that is rapidly growing and is responsible for 200M MAU and exabytes of customer data in the cloud at high performance and scale? Do you want to work on technically challenging problems on the cloud in a full-stack environment, with an opportunity to influence the roadmap and vision of not only your team but your partner teams as well? If so, come join the OneDrive-SharePoint (ODSP) team as part of Office M365 ecosystem in Noida!SharePoint helps millions of people work better together and empowers the biggest companies in the world to solve mission critical problems. We create global scale services to store, secure and manage some of the most sensitive data on the planet. We have fantastic opportunities and are on the front-line of making many of our next generation architecture investments to deliver world-class service management, autonomous cloud & regulated clouds, deployments & engineering systems capabilities using cutting-edge technology.ResponsibilitiesMicrosoft is uniquely at the center of this opportunity, and we have the responsibility to advance the frontiers of compliance, regulation and security in the ever expanding digital world. We are looking for a Strong Engineer to take this mission forward.Towards This Vision, We Are Seeking a Strong And Highly Motivated Engineer To Disrupt And Build Next Generation Of Products And Take It To The Next LevelLead the design/development of software and ensure its quality.Defining new components with complete understanding of service interdependencies and limitations.Possess knowledge and is curious to learn more about performance, scalability, enterprise system architecture, and engineering best practices.Creating prototypes and proof-of-concepts for iterative development.Work effectively with product development and engineering teams.You must be self-driven, curious to learn, proactive, and result-oriented.Join a team of builders and innovators that think outside the box. A team that’s committed to a low operational burden by designing for it. A team that puts work-life balance, personal and professional growth as a principle, not just a goal. If you enjoy working in a dynamic environment to deliver world class mission critical systems, this may be the career opportunity for you!#SharePointIndiaQualificationsRequired Qualifications:Bachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR equivalent experience.Preferred QualificationsStrong Computer Science fundamentals and exceptional coding skillsGood communication and cross group collaboration skillsExperience in Azure, Exchange, or other cloud and distributed systemsMicrosoft Cloud Background Check:This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Salary not specified,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4242568349?position=9&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=Y%2BHqQFjwL19G8PNC%2FZA3Mg%3D%3D,2025-06-02
Software Engineer,Microsoft,"Hyderabad, Telangana, India","Does pioneering new and innovative ways to collect and showcase key customer data sound exciting to you? Are you passionate about data and do you feel we have been missing the opportunity to be more data-informed at Microsoft? Do you want to contribute to an effort that is one of the most critical for the future success of Microsoft, E+D and SCI? If so, the Insights, Data Engineering & Analytics (IDEAs) team might be an excellent place for you to grow your career. M365 together with SCI are at the core of our Company’s mission to enable people and organizations to achieve more. As aSoftware Engineer, be part of the team building platform services handling millions of users and exabytes of data. This is not just some large-scale web service: the implementation ranks among the world’s largest and state of the art distributed systems, spanning across data centers around the world. The Insights, Data Engineering & Analytics team’s goal is to champion a data-informed culture; to inspire and enable the entire E+D organization to make more informed decisions through data. We see this effort as a huge opportunity in providing information to the organization that will improve efficiency, empowerment, and help Microsoft win in the critical cloud business sector.As part of our team, you would be responsible for the technical leadership and end-to-end development of the data solutions that will help E+D and SCI gain the strategic insights we need to deliver the most optimal user experience and to quickly adapt to market conditions that are constantly evolving. You will also apply your engineering and analytical skills to petabyte scale data problems using the latest and most modern data analytics technologies on an ever-increasing number of data signals produced by the different products part of the M365 suite and our partners across the company. In this position you will face tough engineering challenges every day as we deal with very large, disparate and usually complex data sets as we aim to provide an efficient and reliable platform for data wrangling and curation. The integration of different data democratization and visualization techniques will also enable us to extract even the most deeply embedded insights from this data to then make those insights readily available to everyone in our organization, affording them the flexibility of analyzing said data in a self-service manner.Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.ResponsibilitiesWorks with appropriate stakeholders to determine user requirements for a feature.Supports identification of dependencies, and the development of design documents for a product feature with oversight.With guidance, learns to create and implement code for a product, service, or feature reusing code as applicable.Assists and learns about breaking down work items into tasks and provides estimation.Acts as a Designated Responsible Individual (DRI) in monitoring system/product feature/service for degradation, downtime, or interruptions for simple problems, and recommends actions to restore system/product/service by following the playbook.Reviews current developments and proactively seeks new knowledge that will improve the availability, reliability, efficiency, observability, and performance of products while also driving consistency in monitoring and operations at scale.QualificationsRequired Qualifications:Bachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or PythonOR equivalent experiencePreferred QualificationsExperience or knowledge of working and building distributed cloud services using Azure or related technology stacks.Experience or knowledge with Azure Data Factory, Cosmos, Kusto, Spark, Kafka or other big-data related technology stacks.Experience of software testing/release processes and methodologies.Proven design and analytical skills, with a strong bias for engineering excellence at scale. Functional knowledge of cloud computing and online services business models, including business, technical, and operational metrics.Solid background in data warehouse principles, architecture, design and its implementation at large scale.Ability to operate effectively and independently in a dynamic, fluid environment.Ability to learn and grasp concepts quickly in a fast-paced environment.Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Salary not specified,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4242567460?position=10&pageNum=0&refId=BYnHsEzCItMUN3vtcRVzhQ%3D%3D&trackingId=tUYrFKQpNIsncXPFvU8kwg%3D%3D,2025-06-02
